Client_No,Branch,Gender,D.O.B,Segment,Nationality,JoinDate,Last_transn
4250,AGENCE DU RWANDA,F,6/20/1985,RETAIL                        ,PK,5/30/2019,7/15/2019
4251,AGENCE DU RWANDA,F,7/27/1963,SMEs-Small& medium enterp-CORP,RW,2/28/2017,2/28/2017
4252,AGENCE DU RWANDA,F,1/1/1990,RETAIL                        ,RW,3/12/2019,1/1/1900
4253,AGENCE DU RWANDA,M,2/25/1975,SMEs-Small& medium enterp-CORP,RW,6/26/2018,1/10/2019
4254,AGENCE DU RWANDA,F,12/16/1969,SMEs-Small& medium enterp-CORP,RW,10/21/2013,1/5/2016
4255,AGENCE DU RWANDA,M,5/27/1987,SMEs-Small& medium enterp-CORP,RW,12/2/2013,7/15/2019
4256,AGENCE DU RWANDA,M,4/20/1992,SMEs-Small& medium enterp-CORP,RW,10/18/2018,7/3/2019
4257,AGENCE DU RWANDA,C,1/1/1900,SMEs-Small& medium enterp-CORP,RW,11/21/2014,2/7/2019
4258,AGENCE DU RWANDA,M,5/16/1986,RETAIL                        ,RW,3/15/2018,7/15/2019
4259,AGENCE DU RWANDA,M,9/29/1988,RETAIL                        ,RW,10/17/2016,7/15/2019
4260,AGENCE DU RWANDA,M,11/28/1971,RETAIL                        ,RW,8/20/2018,2/25/2019
4261,AGENCE DU RWANDA,M,3/29/1990,RETAIL                        ,RW,4/17/2018,1/1/1900
4262,AGENCE DU RWANDA,F,1/1/1992,MICRO ENTERPRISES             ,RW,3/22/2016,4/29/2016
4263,AGENCE DU RWANDA,M,4/12/1983,MICRO ENTERPRISES             ,RW,11/27/2014,1/1/1900
4264,AGENCE DU RWANDA,M,1/15/1981,MICRO ENTERPRISES             ,RW,8/6/2012,12/31/2018
4265,AGENCE DU RWANDA,M,5/3/1980,RETAIL                        ,RW,5/10/2013,11/27/2015
4266,AGENCE DU RWANDA,M,1/1/1985,SMEs-Small& medium enterp-CORP,RW,5/16/2019,7/12/2019
4267,AGENCE DU RWANDA,M,3/30/1988,RETAIL                        ,RW,6/25/2013,7/9/2019
4268,AGENCE DU RWANDA,M,1/1/1998,RETAIL                        ,RW,12/6/2017,1/15/2018
4269,AGENCE DU RWANDA,M,7/17/1963,SMEs-Small& medium enterp-CORP,RW,8/9/2016,7/15/2019
4270,AGENCE DU RWANDA,M,1/1/1997,RETAIL                        ,RW,10/8/2018,6/24/2019
4271,AGENCE DU RWANDA,F,1/1/1994,SMEs-Small& medium enterp-CORP,RW,8/1/2018,6/17/2019
4272,AGENCE DU RWANDA,F,1/1/1985,RETAIL                        ,RW,1/22/2013,3/30/2017
4273,AGENCE DU RWANDA,M,1/1/1995,RETAIL                        ,RW,12/12/2013,3/15/2017
4274,AGENCE DU RWANDA,F,5/12/1996,RETAIL                        ,RW,3/2/2017,7/8/2019
4275,AGENCE DU RWANDA,M,1/8/1977,RETAIL                        ,RW,12/4/2017,1/17/2018
4276,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,2/8/2018,7/15/2019
4277,AGENCE DU RWANDA,M,5/2/1991,RETAIL                        ,RW,6/14/2018,7/3/2019
4278,AGENCE DU RWANDA,F,1/1/1992,RETAIL                        ,RW,2/5/2015,7/13/2016
4279,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,1/12/2018,7/12/2019
4280,AGENCE DU RWANDA,M,12/1/1977,RETAIL                        ,ET,8/20/2018,7/8/2019
4281,AGENCE DU RWANDA,M,3/18/1987,RETAIL                        ,RW,7/8/2013,5/24/2016
4282,AGENCE DU RWANDA,M,3/13/1984,RETAIL                        ,RW,12/13/2017,4/24/2018
4283,AGENCE DU RWANDA,M,5/5/1995,RETAIL                        ,RW,4/18/2018,9/25/2018
4284,AGENCE DU RWANDA,F,3/24/1993,RETAIL                        ,RW,10/10/2018,7/15/2019
4285,AGENCE DU RWANDA,F,4/8/1952,RETAIL                        ,RW,9/11/2014,7/15/2019
4286,AGENCE DU RWANDA,M,1/1/1981,RETAIL                        ,RW,12/12/2012,7/8/2019
4287,AGENCE DU RWANDA,F,12/20/1982,RETAIL                        ,RW,10/1/2012,12/31/2015
4288,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,12/10/2018,7/12/2019
4289,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,8/28/2014,5/31/2018
4290,AGENCE DU RWANDA,F,9/19/2000,RETAIL                        ,RW,4/4/2019,7/15/2019
4291,AGENCE DU RWANDA,M,1/29/1990,RETAIL                        ,RW,11/14/2016,7/15/2019
4292,AGENCE DU RWANDA,M,4/7/1989,RETAIL                        ,RW,4/23/2014,5/28/2015
4293,AGENCE DU RWANDA,M,9/17/1992,SMEs-Small& medium enterp-CORP,RW,8/9/2016,10/3/2016
4294,AGENCE DU RWANDA,M,1/1/1993,SMEs-Small& medium enterp-CORP,RW,1/27/2017,3/20/2017
4295,AGENCE DU RWANDA,M,1/1/1980,SMEs-Small& medium enterp-CORP,RW,11/24/2015,11/30/2015
4296,AGENCE DU RWANDA,M,2/9/1968,SMEs-Small& medium enterp-CORP,CN,9/29/2016,3/15/2019
4297,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,6/7/2018,9/20/2018
4298,AGENCE DU RWANDA,M,1/1/1992,SMEs-Small& medium enterp-CORP,RW,10/9/2018,7/5/2019
4299,AGENCE DU RWANDA,M,1/1/1994,SMEs-Small& medium enterp-CORP,RW,11/9/2016,3/20/2017
4300,AGENCE DU RWANDA,C,1/1/1900,SMEs-Small& medium enterp-CORP,RW,8/12/2016,7/15/2019
4301,AGENCE DU RWANDA,F,1/1/1991,SMEs-Small& medium enterp-CORP,RW,9/11/2012,7/3/2019
4302,AGENCE DU RWANDA,F,3/28/1996,RETAIL                        ,RW,3/13/2019,4/8/2019
4303,AGENCE DU RWANDA,M,1/1/1982,RETAIL                        ,RW,11/19/2018,6/12/2019
4304,AGENCE DU RWANDA,F,1/1/1991,MICRO ENTERPRISES             ,RW,5/11/2015,5/11/2015
4305,AGENCE DU RWANDA,F,6/8/1995,RETAIL                        ,RW,1/18/2019,4/19/2019
4306,AGENCE DU RWANDA,M,1/1/1995,RETAIL                        ,RW,6/16/2017,7/2/2019
4307,AGENCE DU RWANDA,F,4/18/1996,RETAIL                        ,RW,10/10/2018,7/9/2019
4308,AGENCE DU RWANDA,F,1/1/1995,RETAIL                        ,RW,10/26/2018,7/12/2019
4309,AGENCE DU RWANDA,M,1/1/1997,RETAIL                        ,RW,3/18/2019,1/1/1900
4310,AGENCE DU RWANDA,F,9/8/1966,RETAIL                        ,RW,5/13/2019,5/13/2019
4311,AGENCE DU RWANDA,M,12/28/1975,RETAIL                        ,BI,5/27/2013,1/6/2016
4312,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,12/5/2018,5/3/2019
4313,AGENCE DU RWANDA,M,1/1/1993,RETAIL                        ,RW,6/6/2018,1/10/2019
4314,AGENCE DU RWANDA,F,4/2/1986,RETAIL                        ,RW,12/17/2015,7/15/2019
4315,AGENCE DU RWANDA,M,4/8/1995,RETAIL                        ,RW,10/15/2018,12/6/2018
4316,AGENCE DU RWANDA,M,5/1/1960,RETAIL                        ,IT,7/14/2015,3/30/2017
4317,AGENCE DU RWANDA,M,11/19/1980,RETAIL                        ,RW,1/14/2013,2/2/2016
4318,AGENCE DU RWANDA,M,7/6/1990,RETAIL                        ,IN,11/16/2017,2/4/2019
4319,AGENCE DU RWANDA,F,7/7/1987,RETAIL                        ,RW,9/11/2012,1/21/2016
4320,AGENCE DU RWANDA,F,8/19/2000,RETAIL                        ,RW,3/27/2019,7/12/2019
4321,AGENCE DU RWANDA,M,2/15/1994,RETAIL                        ,RW,10/9/2018,7/8/2019
4322,AGENCE DU RWANDA,M,1/1/1993,RETAIL                        ,RW,8/23/2013,6/30/2014
4323,AGENCE DU RWANDA,F,6/24/1983,RETAIL                        ,KE,9/4/2015,7/15/2019
4324,AGENCE DU RWANDA,M,12/6/1987,RETAIL                        ,RW,7/12/2018,7/1/2019
4325,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,5/3/2019,5/7/2019
4326,AGENCE DU RWANDA,F,1/1/1992,RETAIL                        ,RW,11/5/2018,3/28/2019
4327,AGENCE DU RWANDA,M,1/1/1950,RETAIL                        ,RW,7/28/2016,11/7/2018
4328,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,4/17/2019,4/29/2019
4329,AGENCE DU RWANDA,M,1/5/2000,RETAIL                        ,RW,4/12/2019,6/17/2019
4330,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,3/14/2018,6/19/2019
4331,AGENCE DU RWANDA,M,11/22/1988,RETAIL                        ,RW,4/11/2013,11/20/2018
4332,AGENCE DU RWANDA,F,8/3/1987,RETAIL                        ,RW,10/28/2016,10/28/2016
4333,AGENCE DU RWANDA,M,1/1/1990,RETAIL                        ,RW,10/31/2017,12/14/2017
4334,AGENCE DU RWANDA,M,1/1/1990,RETAIL                        ,RW,8/4/2016,1/24/2018
4335,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,3/27/2019,5/6/2019
4336,AGENCE DU RWANDA,M,8/15/1994,RETAIL                        ,RW,10/26/2017,3/2/2018
4337,AGENCE DU RWANDA,F,1/1/1985,RETAIL                        ,RW,9/9/2014,8/8/2017
4338,AGENCE DU RWANDA,M,3/14/1987,RETAIL                        ,RW,9/20/2012,1/21/2016
4339,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,6/10/2019,6/10/2019
4340,AGENCE DU RWANDA,M,1/1/1992,RETAIL                        ,RW,11/22/2018,1/3/2019
4341,AGENCE DU RWANDA,M,1/1/1996,RETAIL                        ,RW,1/23/2017,1/1/1900
4342,AGENCE DU RWANDA,M,1/15/1990,RETAIL                        ,RW,9/3/2012,1/21/2016
4343,AGENCE DU RWANDA,M,9/14/1985,RETAIL                        ,RW,10/24/2013,9/17/2018
4344,AGENCE DU RWANDA,M,1/1/1984,RETAIL                        ,RW,8/1/2016,1/22/2018
4345,AGENCE DU RWANDA,M,1/1/1996,RETAIL                        ,RW,2/12/2018,7/1/2019
4346,AGENCE DU RWANDA,M,5/2/2018,RETAIL                        ,RW,10/31/2018,4/4/2019
4347,AGENCE DU RWANDA,M,4/13/1971,RETAIL                        ,RW,8/31/2012,6/28/2019
4348,AGENCE DU RWANDA,F,12/19/1986,RETAIL                        ,RW,8/8/2017,7/11/2019
4349,AGENCE DU RWANDA,M,11/1/1992,RETAIL                        ,RW,11/20/2017,2/7/2018
4350,AGENCE DU RWANDA,M,5/25/1978,RETAIL                        ,RW,10/23/2012,10/30/2017
4351,AGENCE DU RWANDA,M,1/1/1999,RETAIL                        ,RW,12/4/2018,1/3/2019
4352,AGENCE DU RWANDA,M,1/1/1988,RETAIL                        ,RW,2/27/2019,7/9/2019
4353,AGENCE DU RWANDA,F,9/27/1991,RETAIL                        ,RW,3/27/2019,6/24/2019
4354,AGENCE DU RWANDA,M,6/6/1992,RETAIL                        ,RW,2/21/2017,10/8/2018
4355,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,2/28/2017,7/15/2019
4356,AGENCE DU RWANDA,M,11/14/1997,RETAIL                        ,RW,8/9/2016,5/3/2017
4357,AGENCE DU RWANDA,F,11/10/1971,RETAIL                        ,RW,5/29/2017,7/9/2018
4358,AGENCE DU RWANDA,M,1/1/1974,SMEs-Small& medium enterp-CORP,RW,5/31/2017,7/1/2019
4359,AGENCE DU RWANDA,M,1/11/1989,SMEs-Small& medium enterp-CORP,BI,3/20/2019,7/15/2019
4360,AGENCE DU RWANDA,M,3/23/1994,RETAIL                        ,RW,3/1/2019,7/15/2019
4361,AGENCE DU RWANDA,M,2/14/1982,RETAIL                        ,RW,12/11/2013,11/27/2015
4362,AGENCE DU RWANDA,M,8/23/1990,RETAIL                        ,RW,6/11/2014,6/27/2019
4363,AGENCE DU RWANDA,M,1/1/1974,SMEs-Small& medium enterp-CORP,RW,4/16/2013,11/20/2017
4364,AGENCE DU RWANDA,C,1/1/1900,SMEs-Small& medium enterp-CORP,RW,6/20/2012,9/17/2015
4365,AGENCE DU RWANDA,M,1/1/1991,SMEs-Small& medium enterp-CORP,RW,8/1/2016,1/2/2019
4366,AGENCE DU RWANDA,M,1/1/1987,NON BUSINESS ACTIVITIES-CORPOR,RW,12/11/2013,6/28/2019
4367,AGENCE DU RWANDA,M,9/7/1989,CORPORATE                     ,RW,2/5/2019,3/7/2019
4368,AGENCE DU RWANDA,M,12/25/1980,CORPORATE                     ,RW,5/11/2017,8/28/2017
4369,AGENCE DU RWANDA,M,4/24/1999,SMEs-Small& medium enterp-CORP,RW,12/19/2017,1/24/2018
4370,AGENCE DU RWANDA,M,6/15/1995,SMEs-Small& medium enterp-CORP,RW,2/28/2018,7/15/2019
4371,AGENCE DU RWANDA,M,1/1/1983,SMEs-Small& medium enterp-CORP,RW,4/17/2018,6/28/2019
4372,AGENCE DU RWANDA,M,1/1/1994,NON BUSINESS ACTIVITIES-CORPOR,RW,10/23/2018,2/18/2019
4373,AGENCE DU RWANDA,M,1/1/1994,CORPORATE                     ,RW,8/1/2016,12/15/2017
4374,AGENCE DU RWANDA,M,1/1/1996,SMEs-Small& medium enterp-CORP,RW,8/24/2018,6/26/2019
4375,AGENCE DU RWANDA,M,6/4/1982,SMEs-Small& medium enterp-CORP,RW,7/23/2012,7/8/2019
4376,AGENCE DU RWANDA,M,11/10/1991,SMEs-Small& medium enterp-CORP,RW,11/10/2017,11/21/2018
4377,AGENCE DU RWANDA,M,1/12/1984,RETAIL                        ,RW,3/22/2017,7/15/2019
4378,AGENCE DU RWANDA,M,6/21/1985,RETAIL                        ,RW,7/26/2017,10/12/2017
4379,AGENCE DU RWANDA,F,10/7/1989,NON BUSINESS ACTIVITIES-CORPOR,RW,12/28/2012,7/15/2019
4380,AGENCE DU RWANDA,F,5/30/1991,RETAIL                        ,GB,2/25/2019,7/15/2019
4381,AGENCE DU RWANDA,F,1/1/1987,RETAIL                        ,RW,6/28/2012,1/21/2016
4382,AGENCE DU RWANDA,M,4/27/1974,RETAIL                        ,RW,2/7/2017,2/12/2018
4383,AGENCE DU RWANDA,F,8/8/1990,RETAIL                        ,RW,9/20/2012,1/21/2016
4384,AGENCE DU RWANDA,M,1/1/1984,RETAIL                        ,RW,10/24/2018,7/10/2019
4385,AGENCE DU RWANDA,F,8/19/2004,RETAIL                        ,RW,10/10/2017,10/17/2017
4386,AGENCE DU RWANDA,M,2/4/1998,RETAIL                        ,RW,1/19/2018,2/19/2019
4387,AGENCE DU RWANDA,M,6/17/1987,RETAIL                        ,RW,2/27/2019,7/15/2019
4388,AGENCE DU RWANDA,F,2/5/1990,RETAIL                        ,RW,12/2/2013,11/2/2017
4389,AGENCE DU RWANDA,M,1/1/1989,RETAIL                        ,RW,2/13/2013,4/4/2016
4390,AGENCE DU RWANDA,M,1/1/1992,RETAIL                        ,RW,3/25/2019,7/12/2019
4391,AGENCE DU RWANDA,M,1/1/1988,RETAIL                        ,RW,8/1/2016,7/12/2019
4392,AGENCE DU RWANDA,C,1/1/1900,SMEs-Small& medium enterp-CORP,RW,9/23/2016,11/21/2018
4393,AGENCE DU RWANDA,M,1/1/1976,RETAIL                        ,RW,11/23/2012,12/29/2015
4394,AGENCE DU RWANDA,M,12/31/1977,RETAIL                        ,RW,8/20/2012,2/26/2014
4395,AGENCE DU RWANDA,F,10/3/1985,RETAIL                        ,RW,10/17/2018,4/17/2019
4396,AGENCE DU RWANDA,M,1/1/1996,RETAIL                        ,RW,10/26/2018,7/8/2019
4397,AGENCE DU RWANDA,F,1/1/1991,RETAIL                        ,RW,10/14/2014,5/20/2019
4398,AGENCE DU RWANDA,M,6/14/1952,RETAIL                        ,KE,6/2/2016,7/1/2019
4399,AGENCE DU RWANDA,M,3/7/1995,RETAIL                        ,RW,10/25/2017,7/15/2019
4400,AGENCE DU RWANDA,M,12/29/1993,RETAIL                        ,RW,3/20/2018,4/13/2018
4401,AGENCE DU RWANDA,M,4/7/1977,RETAIL                        ,RW,9/20/2012,7/8/2019
4402,AGENCE DU RWANDA,M,1/1/1989,RETAIL                        ,RW,3/18/2019,1/1/1900
4403,AGENCE DU RWANDA,M,8/25/1991,RETAIL                        ,RW,6/12/2014,5/15/2015
4404,AGENCE DU RWANDA,F,10/15/1961,RETAIL                        ,RW,3/25/2015,12/31/2015
4405,AGENCE DU RWANDA,M,7/6/1992,RETAIL                        ,RW,8/5/2013,7/11/2019
4406,AGENCE DU RWANDA,M,9/15/1998,RETAIL                        ,RW,3/7/2018,7/1/2019
4407,AGENCE DU RWANDA,M,1/1/1980,RETAIL                        ,RW,2/27/2019,7/10/2019
4408,AGENCE DU RWANDA,M,1/1/1995,SMEs-Small& medium enterp-CORP,RW,6/21/2018,7/12/2019
4409,AGENCE DU RWANDA,M,1/1/1976,SMEs-Small& medium enterp-CORP,RW,4/2/2014,11/27/2015
4410,AGENCE DU RWANDA,F,10/22/1983,NON BUSINESS ACTIVITIES-CORPOR,RW,10/15/2018,7/5/2019
4411,AGENCE DU RWANDA,F,1/1/1984,NON BUSINESS ACTIVITIES-CORPOR,RW,6/17/2013,6/28/2019
4412,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,12/4/2015,6/28/2019
4413,AGENCE DU RWANDA,M,3/3/2001,RETAIL                        ,RW,11/20/2018,2/18/2019
4414,AGENCE DU RWANDA,M,1/1/1984,RETAIL                        ,RW,9/11/2012,7/15/2019
4415,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,1/8/2018,6/11/2018
4416,AGENCE DU RWANDA,M,1/1/1988,RETAIL                        ,RW,8/5/2016,7/15/2019
4417,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,CA,3/27/2018,3/27/2018
4418,AGENCE DU RWANDA,M,7/15/1995,RETAIL                        ,RW,2/12/2018,7/8/2019
4419,AGENCE DU RWANDA,F,11/25/1992,RETAIL                        ,RW,10/10/2018,11/14/2018
4420,AGENCE DU RWANDA,F,4/20/1977,RETAIL                        ,RW,1/11/2018,7/15/2019
4421,AGENCE DU RWANDA,F,7/16/1991,RETAIL                        ,RW,3/23/2015,6/21/2019
4422,AGENCE DU RWANDA,M,4/13/1992,RETAIL                        ,RW,2/8/2019,6/28/2019
4423,AGENCE DU RWANDA,M,1/1/1975,RETAIL                        ,RW,11/23/2015,12/28/2017
4424,AGENCE DU RWANDA,M,12/12/1984,RETAIL                        ,RW,3/12/2013,7/9/2019
4425,AGENCE DU RWANDA,M,7/26/1989,RETAIL                        ,RW,3/1/2018,7/15/2019
4426,AGENCE DU RWANDA,F,9/29/1986,RETAIL                        ,RW,7/20/2017,7/15/2019
4427,AGENCE DU RWANDA,M,1/1/1996,RETAIL                        ,RW,3/19/2018,6/25/2019
4428,AGENCE DU RWANDA,F,6/3/1959,SMEs-Small& medium enterp-CORP,RW,5/9/2013,7/10/2019
4429,AGENCE DU RWANDA,M,1/1/1970,RETAIL                        ,RW,11/15/2017,12/29/2017
4430,AGENCE DU RWANDA,M,2/17/1998,SMEs-Small& medium enterp-CORP,RW,11/24/2017,1/17/2018
4431,AGENCE DU RWANDA,F,1/26/1965,SMEs-Small& medium enterp-CORP,IN,7/20/2017,7/15/2019
4432,AGENCE DU RWANDA,F,7/27/1994,RETAIL                        ,RW,10/7/2016,12/13/2018
4433,AGENCE DU RWANDA,F,12/7/1989,RETAIL                        ,RW,5/24/2016,4/9/2018
4434,AGENCE DU RWANDA,M,12/12/1977,RETAIL                        ,RW,8/9/2012,2/26/2014
4435,AGENCE DU RWANDA,M,9/30/1991,RETAIL                        ,RW,8/16/2016,11/23/2018
4436,AGENCE DU RWANDA,M,5/4/1982,RETAIL                        ,KE,4/11/2013,7/8/2019
4437,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,6/28/2019,7/15/2019
4438,AGENCE DU RWANDA,M,5/9/1993,RETAIL                        ,RW,12/6/2017,5/9/2018
4439,AGENCE DU RWANDA,F,1/1/1991,RETAIL                        ,RW,5/3/2018,7/15/2019
4440,AGENCE DU RWANDA,M,1/1/1991,RETAIL                        ,RW,8/3/2016,11/23/2018
4441,AGENCE DU RWANDA,M,11/15/1989,RETAIL                        ,RW,2/10/2014,6/13/2014
4442,AGENCE DU RWANDA,M,8/7/1987,RETAIL                        ,RW,2/11/2014,6/12/2014
4443,AGENCE DU RWANDA,M,9/22/1995,RETAIL                        ,RW,3/19/2019,7/9/2019
4444,AGENCE DU RWANDA,M,3/6/1974,RETAIL                        ,RW,3/14/2016,3/14/2016
4445,AGENCE DU RWANDA,M,1/1/1999,RETAIL                        ,RW,11/28/2017,1/31/2018
4446,AGENCE DU RWANDA,F,10/3/1991,RETAIL                        ,RW,3/20/2019,7/15/2019
4447,AGENCE DU RWANDA,F,1/1/1986,RETAIL                        ,RW,4/21/2015,11/5/2015
4448,AGENCE DU RWANDA,F,2/22/1991,RETAIL                        ,RW,1/17/2017,8/13/2018
4449,AGENCE DU RWANDA,M,7/2/1976,RETAIL                        ,RW,9/24/2012,7/15/2019
4450,AGENCE DU RWANDA,M,1/1/1992,RETAIL                        ,RW,3/19/2019,7/12/2019
4451,AGENCE DU RWANDA,F,7/1/1985,RETAIL                        ,NZ,3/6/2019,7/2/2019
4452,AGENCE DU RWANDA,M,1/1/1991,RETAIL                        ,RW,5/18/2016,7/10/2019
4453,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,8/3/2015,3/7/2019
4454,AGENCE DU RWANDA,M,2/27/1977,RETAIL                        ,RW,6/4/2014,7/11/2019
4455,AGENCE DU RWANDA,M,8/8/1988,RETAIL                        ,RW,9/10/2018,1/3/2019
4456,AGENCE DU RWANDA,M,1/4/1983,RETAIL                        ,RW,2/5/2018,7/15/2019
4457,AGENCE DU RWANDA,M,9/30/1974,RETAIL                        ,RW,4/22/2015,7/15/2019
4458,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,12/27/2016,7/15/2019
4459,AGENCE DU RWANDA,M,1/1/1997,RETAIL                        ,RW,3/28/2018,1/4/2019
4460,AGENCE DU RWANDA,M,1/26/1983,RETAIL                        ,RW,1/8/2013,2/2/2016
4461,AGENCE DU RWANDA,F,7/26/1978,RETAIL                        ,RW,6/29/2015,7/8/2019
4462,AGENCE DU RWANDA,M,6/25/1982,RETAIL                        ,RW,1/16/2017,7/9/2019
4463,AGENCE DU RWANDA,M,6/16/1988,RETAIL                        ,RW,11/2/2017,7/15/2019
4464,AGENCE DU RWANDA,F,8/23/1988,RETAIL                        ,RW,10/4/2013,7/8/2019
4465,AGENCE DU RWANDA,F,12/12/1985,RETAIL                        ,RW,7/18/2016,3/22/2019
4466,AGENCE DU RWANDA,M,1/1/1994,RETAIL                        ,RW,2/14/2019,7/5/2019
4467,AGENCE DU RWANDA,M,1/1/1967,RETAIL                        ,RW,8/1/2016,1/9/2019
4468,AGENCE DU RWANDA,M,1/1/1995,RETAIL                        ,RW,11/19/2018,5/2/2019
4469,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,11/13/2018,11/13/2018
4470,AGENCE DU RWANDA,F,1/1/1992,RETAIL                        ,RW,10/17/2018,6/27/2019
4471,AGENCE DU RWANDA,M,1/1/1997,RETAIL                        ,RW,12/12/2017,1/18/2018
4472,AGENCE DU RWANDA,M,9/19/1993,RETAIL                        ,RW,10/11/2018,4/15/2019
4473,AGENCE DU RWANDA,M,7/2/1981,RETAIL                        ,RW,2/21/2013,8/1/2017
4474,AGENCE DU RWANDA,M,1/1/1967,RETAIL                        ,RW,5/29/2018,6/25/2019
4475,AGENCE DU RWANDA,M,8/2/1995,RETAIL                        ,RW,4/17/2018,7/1/2019
4476,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,11/6/2017,7/11/2019
4477,AGENCE DU RWANDA,M,1/1/1986,RETAIL                        ,RW,1/31/2013,9/10/2013
4478,AGENCE DU RWANDA,M,12/16/1978,RETAIL                        ,RW,6/6/2016,10/14/2016
4479,AGENCE DU RWANDA,M,11/17/1984,RETAIL                        ,KR,3/13/2019,4/9/2019
4480,AGENCE DU RWANDA,M,5/25/1998,RETAIL                        ,RW,2/5/2019,6/18/2019
4481,AGENCE DU RWANDA,F,1/1/1986,RETAIL                        ,RW,9/9/2013,10/10/2016
4482,AGENCE DU RWANDA,M,1/1/1983,RETAIL                        ,RW,9/9/2013,10/10/2016
4483,AGENCE DU RWANDA,M,5/25/1999,RETAIL                        ,RW,7/25/2018,3/6/2019
4484,AGENCE DU RWANDA,M,1/20/1980,RETAIL                        ,RW,12/4/2012,9/27/2013
4485,AGENCE DU RWANDA,F,10/10/1988,RETAIL                        ,RW,10/5/2012,7/15/2019
4486,AGENCE DU RWANDA,M,1/1/1955,RETAIL                        ,RW,8/8/2016,8/1/2018
4487,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,11/7/2013,1/16/2017
4488,AGENCE DU RWANDA,F,1/1/1989,RETAIL                        ,RW,7/14/2017,10/19/2017
4489,AGENCE DU RWANDA,M,3/24/1988,RETAIL                        ,RW,9/30/2013,4/4/2019
4490,AGENCE DU RWANDA,F,1/1/1978,RETAIL                        ,RW,8/3/2016,2/2/2018
4491,AGENCE DU RWANDA,M,1/1/1977,RETAIL                        ,RW,11/22/2012,12/1/2015
4492,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,5/19/2016,6/19/2019
4493,AGENCE DU RWANDA,M,10/9/1955,RETAIL                        ,RW,2/13/2014,6/5/2019
4494,AGENCE DU RWANDA,M,5/22/1994,RETAIL                        ,RW,10/12/2018,4/29/2019
